Brand,Name,Description,Category,Subcategory,Availability,Review notes
Black Phoenix,Eisheth Zenunim,"Honey, ambergris, neroli, white peach, patchouli, and cocoa absolute.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,El Dorado,Copal resin incense blowing through halls of dazzling gold.,Wanderlust,na,Info,0
Black Phoenix,Elegba,"coconut, tobacco and sweet, sugared rum.",Excolo,na,Info,0
Black Phoenix,Elizabeth of Bohemia,Incomparable loveliness: the perfect rose oudh.,Lupercalia,2016,Info,0
Black Phoenix,Embracing Komachi,"Iris blossom, violet leaf, grey amber, soft white leather, a drop of coconut and a sliver of angelica seed.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Empyreal Mist,"A hazy, soft, veiled scent: mist floating through twilit skies, curling gently towards the heavens.",Bewitching Brews,na,Info,0
Black Phoenix,An Encounter of Three,"Caramelized white sandalwood, tonka bean, and cassis liqueur.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Endymion,"A sweet, wistful blend of d’Anjou pear, Lily of the Valley, bois du rose and white musk.",Ars Amatoria,na,Info,0
Black Phoenix,Eos,"softly glowing skin, jasmine, buttercup and honeysuckle.",Excolo,na,Info,0
Black Phoenix,Eostre of the Dawn,"Jasmine and honeysuckle, sweet milk and female skin.",Neil Gaiman,American Gods I,Info,0
Black Phoenix,Ephemera,"sorrowful violet and chamomile with muguet, white geranium, calla lily and tea rose with a hint of autumn leaves",Bewitching Brews,na,Info,0
Black Phoenix,Epitaph,"Roses and funeral lilies perceived, faintly, through an indistinct, ghostly mist.",Ars Moriendi,na,Info,0
Black Phoenix,Erato,"a crush of roses with sweet pea, myrrh, ylang ylang, orris and stephanotis. ",Excolo,na,Info,0
Black Phoenix,Eris,wet fruits and sharp mimosa with Martial spices and a deceptive flash of floral. ,Excolo,na,Info,0
Black Phoenix,Eros,"Myrrh, lilac, and honey wine with crimson tea leaf and sweet resins.",Excolo,na,Info,0
Black Phoenix,"Eshe, A Vision of Life-In-Death","The perfume of life-in-death: embalming herbs, black myrrh, white sandalwood, black orchid, paperwhites, olive blossom, tomb dust, and Moroccan jasmine.",Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,Eternal,"Stephanotis, cyclamen, heliotrope, white rose and gardenia",Ars Moriendi,na,Info,0
Black Phoenix,Euphrosyne,"Gardenia, tea rose, vanilla and jasmine.",Excolo,na,Info,0
Black Phoenix,Euterpe,"carnation and white poppy, honeysuckle, lemon, iris and white musk. ",Excolo,na,Info,0
Black Phoenix,Eve (Excolo),"Apple blossom, rose, ylang ylang and golden honey.",Excolo,na,Info,0
Black Phoenix,Event Horizon,"A disconcerting scent, heavy and oppressive, through which no light, no matter, and no spirit can escape. Black opium, labdanum, opoponax, black orchid, and benzoin.",Bewitching Brews,na,Info,0
Black Phoenix,L'examen de Minuit,"frankincense, black plum, melancholy lilac, rose otto, and myrrh.",Bewitching Brews,na,Info,0
Black Phoenix,Exekiel's Phoenix,"wild plum, North African saffron, frankincense, pomegranate, limonite accord, and golden amber.",Anniversary,2013,Info,0
Black Phoenix,Exhausted Sailors,"Salt-splashed silk, spiced cedar, hinoki wood, sea musk, a strand of kelp and a squeeze of lime.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,The Eye of a Vulture,"Milky white fluid obfuscating a pale, lilac-blue iris.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,Fae,"white musk, bergamot, heliotrope, peach and oakmoss",Bewitching Brews,na,Info,0
Black Phoenix,The Fairies,"Supping with the Queen of the Fae: apple blossom, white clover, huckleberry wine, dandelion sap, milkweed, primrose, thyme, pink moss, thorny thistles, and opium pod.",Bards of Ireland,na,Info,0
Black Phoenix,Fairy Bites,"Osmanthus and raw honey with lavender, chamomile, white peppermint, raspberry, honeysuckle, thyme, bergamot, and Dracula orchid. ",Labyrinth,na,Info,0
Black Phoenix,Fairy Market,"Otherworldy golden incense, blooming wind-flowers, everlasting lavender, bluebell, a faint whiff of exotic sugared candies, and fae mist upon wet green grass.",Neil Gaiman,Stardust,Info,0
Black Phoenix,The Fairy Thorn,"Drawn away by the spirits, never to be seen again: an eerie veil of vanilla musk twirled with tuberose, Siamese red benzoin, cassis flower, Irish moss, white sandalwood, plum nectar, violet leaf, and apple petals.",Bards of Ireland,na,Info,0
Black Phoenix,Fairy Wine,"An ethereal vintage, steeped with dandelion, honey, and red currants",Neil Gaiman,Stardust,Info,0
Black Phoenix,Faith,sugared violet,Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,"Faiza, The Lady of Serpents","A sensual blend of twisting, exotic, serpentine oils: black amber, oakmoss, green sandalwood, bergamot, jasmine sambac, gardenia, orange pulp, black cardamom, vanilla, blackberry, black musk, blackened vanilla husk, white honey, ti leaf, and ginger.",Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,Fallen,"Cherubic white sandalwood and golden musk with a dark halo of amber, a breath of imperial florals, unbending woods, and the shadow cast by vetiver and violet.",Sin & Salvation,na,Info,0
Black Phoenix,Famine,"Sleek black tea, tobacco leaf, frankincense, lilac, and white musk.",Neil Gaiman,Good Omens,Info,0
Black Phoenix,Faustus,"frankincense and cinnamon, darkened by violet.",Sin & Salvation,na,Info,0
Black Phoenix,Feeding the Dead,"A barrel of beer, a pyramid of cakes, and three sticks of incense.",Halloween,2017,Info,0
Black Phoenix,Fenris Wolf,"Rosewood, amber, red musk and a dribble of red sandalwood.",Diabolus,na,Info,0
Black Phoenix,Feu Follet,"Jasmine and rose, touched with sparkling heliotrope",Bewitching Brews,na,Info,0
Black Phoenix,Fire Cock,"Peony, China’s national flower, with bamboo for flexibility, plum blossom for perseverance, courage, and hope, tangerine for wealth, orange for happiness, lychee for household peace, pine resin for constancy, golden kumquat for prosperity, King mandarin for good fortune, cypress for longevity, sticky rice cakes for abundance and hopes for a rich, sweet life, and a splash of blazing red of dragon’s blood to help you scare away the rampaging Nian.",New Year,2017,Info,0
Black Phoenix,Fire of Love,Musk. Creosote. Pine. Lemon. Ginger. ,Conjure Bag,na,Info,0
Black Phoenix,First Cry of the Warbler on the Plum,"Wild plum, blackcurrant, honeyed green tea, wisteria, and a flutter of cherry blossoms.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,The First Rose,"A pale pink rosebud, wet with the dew of the dawn of creation.",Anniversary,2016,Info,0
Black Phoenix,The Flaming Sword of the Cherub,"The searing red blaze that drove the First from Eden: dragon’s blood resin, Ceylon cinnamon, and black amber.",Anniversary,2016,Info,0
Black Phoenix,Fleurette's Purple Snails,"White sandalwood, orris root, wood violet, sugared violet blossom, and violet leaf.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,Les Fleurs du Mal,"Features a rose base, softened with lilac and wisteria",Ars Moriendi,na,Info,0
Black Phoenix,The Floating Market,"Copaiba balsam, petitgrain, citrus rind, sinicuichi accord, betel nut, wasabi root, coconut palm, and wattleseed layered atop innumerable strange herbs, spices and woods.",Neil Gaiman,Neverwhere,Info,0
Black Phoenix,For the Joy of It,"Whiskey, mead, honey, gold, sweat, and blood.",Neil Gaiman,American Gods I,Info,0
Black Phoenix,The Forgettable God,"A faint impression of scent, a memory slipping like water through a sieve",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Fortuna Annonaria,"A hymn for increasing fecundity, and to help nurture all the seeds that you plant in the coming year: patchouli, licorice root, tobacco, and sandalwood.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Balnearis,"A hymn for good health and protection of the vulnerable: orange blossom honey, vanilla husk, green stem sap, and a drop of King mandarin.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Barbata,A hymn to blossoming in wisdom and strength as you come of age: King mandarin and warm vegetal musk.,Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Belli,"A hymn for triumph for those who do battle, whether it be with fists, ideas, or words: frankincense and dragon’s blood resin, saffron-threaded red musk, tomato leaf, tobacco absolute and tobacco leaf, and leather accord.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Bona,"A hymn to the successes, prosperity, good health, and blessings that are drawn to you when you possess honesty, bravery, and good character: Himalayan cedar and honey myrtle, cistus and clary sage, ambergris accord and white oudh.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Conservatrix,"A hymn to give strength and good luck to those who safeguard others: black peppercorn, bitter almond, patchouli, and benzoin.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Felix,"A hymn to laughter, joy, and merriment: blood orange and champaca bubbling with blonde tobacco, osmanthus, sweet clove, and vanilla.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Huiusce Diei,A hymn to seizing good fortune in the moment: orange blossom and wild bergamot sweetened with apricot.,Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Liberum,"A hymn to the safety and freedom of children that they may prosper in health and wild joy: sweet vanilla tousled with orange blossom, blood orange peel, and a squirt of strawberry juice.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Muliebris,"A hymn for stability, health, strength, and fecundity: French lavender, white pear, and patchouli with clary sage, white tea, and sandalwood.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Obsequens,"A hymn to romance and glamour, passion and virility, seduction and delight: red roses and blood musk enveloped in a haze of blackcurrant, red patchouli, leather accord, and black oudh.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Praecantatrix,"The fortune of a nasty woman: patchouli and pomegranate rind with vetiver, red oudh, tonka bean, green cognac, and honey.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Primigenia,"A hymn for blessing new mothers and newborn babies: white ambrette seed, motherwort, peony, jasmine tea, green tea leaf, Italian bergamot, and white cedar.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Redux,A hymn for safety while travelling: tobacco jasmine.,Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Respiciens,"A hymn for blessings: pomegranate juice, mint, and juniper berry.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Restitutrix,"A hymn for the safety and good fortune for soldiers, and a prayer to bring them home: leather, sweet clove, and olive blossom.",Hymn to Fortuna,2018,Info,0
Black Phoenix,Fortuna Tranquilla,A hymn to calming life’s storms and a blessing of serenity and level-headedness: champaca blossom and jasmine with a curl of lavender.,Hymn to Fortuna,2018,Info,0
Black Phoenix,French Love,"Dragon's blood, bitter herbal notes, vanilla, light florals.",Conjure Bag,na,Info,0
Black Phoenix,"Fuck You, Said the Raven","Glossy black, rough, and gravelly: violet-gilded opoponax, black patchouli, myrrh, and oak leaf.",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Full Moon,"White tea, neroli, and slivered ginger.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,Gaueko,"Blackened sandalwood and misty lavender, with curling wisps of smoky tobacco, nag champa, and labdanum.",Excolo,na,Info,0
Black Phoenix,Geisha in a Green Kimono,"Gunpowder tea, yellow bergamot, white thyme, blackcurrant, red mandarin, wormwood, neroli, and green musk.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,The Ghost,"white iris, osmanthus, Calla lily, tomb-crawling ivy and a coffin spray of gladiolus, lisianthus and delphinium.",Ars Moriendi,na,Info,0
Black Phoenix,Ghûlheim,"A dark and disjointed scent: smoke and black musk, bladderwrack, opopponax, galangal, and pepper.",Neil Gaiman,The Graveyard Book,Info,0
Black Phoenix,The Gift,"Golden amber and mahogany with frankincense, ho wood, and frothed white honey.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Glasgow (fka Old Glasgow),The rich scent of wild blackberry breezing over gentle rosy heather.,Wanderlust,na,Info,0
Black Phoenix,Glass Eye,"The depths of Mímisbrunnr: mugwort and frankincense, grey amber and ash.",Neil Gaiman,American Gods I,Info,0
Black Phoenix,"The Glimmer of the Northern Lights, The Yellow Flowers of the Greenland Summer",Yellow arctic poppies shimmering in the ethereal dancing lights of the Aurora borealis.,Anniversary,2016,Info,0
Black Phoenix,Glitter,"white wine, heliotrope, d'Anjou pear, and lotus",Bewitching Brews,na,Info,0
Black Phoenix,Globe,"A russet chypre slathered in vintage patchouli and black tea with golden amber, hiba wood, and iris root.",Lupercalia,Liber Amicorum - Anne Wagner 2018,Info,0
Black Phoenix,Goblin Cider,"A dark, earthy ginger cider. ",Labyrinth,na,Info,0
Black Phoenix,Gobo,"Tangerine, lemon peel, sugared pink grapefruit, and vanilla cream.",Fraggle Rock,na,Info,0
Black Phoenix,God's Own Country,"Circuit boards, cathode rays, and exhaust ramming against frankincense, myrrh, soil, and blood.",Neil Gaiman,American Gods III,Info,0
Black Phoenix,Godfather Death,"Olibanum, elemi, Bulgarian rose, yew, and oppoponax.",Märchen,Godfather Death,Info,0
Black Phoenix,Gomorrah,"ripe fig, date and currant with black herbs.",Wanderlust,na,Info,0
Black Phoenix,Grandmother of Ghosts,"laurel, stargazer lily, splintered woods, peony, mandarin and white musk, and is spiked with pale pepper.",Excolo,na,Info,0
Black Phoenix,The Grave-Pig,"Fig, oakmoss, mushroom caps, and patchouli.",Märchen,The Elfin Hill,Info,0
Black Phoenix,The Great Sword of War,"Mandarin, tonka, saffron, black tea, cocoa, tobacco leaf, sanguine red musk and five classical herbs of conflict.",Sin & Salvation,Come and See,Info,0
Black Phoenix,Greed,"patchouli, heliotrope, copal and oakmoss",Sin & Salvation,Seven Deadly Sins,Info,0
Black Phoenix,Green Tree Viper,"Snake Oil with four mints, bergamot, and green tea.",Carnaval Diabolique,Act 3: Fiat Nox: The Snakepit,Info,0
Black Phoenix,Grief,"Lily of the valley, hyacinth, calamus, muguet, hydrangea, and elemi.",Märchen,na,Info,0
Black Phoenix,The Grindhouse,"Florentine iris, red musk, mimosa, magnolia, Damascus rose, clove, and vanilla bean.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,Groan of Mortal Terror,"Opaque grey amber and opoponax swelling up like thick smoke, pressed under the weight of baleful tobacco.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,Grooming Scene in a Brothel,"Vanilla saffron, carnation absolute, bois de rose, myrrh, and sandalwood incense.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,The Grove of the Sun,"Immortally vibrant olive, black pine, and bay laurel shimmering with rivulets of fresh olibanum sap.",Anniversary,2014,Info,0
Black Phoenix,Gwyneth,"Rose otto, tonka, orchid, Calla lily, skin musk, coconut, and Spanish sage.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Hades,"black narcissus and cypress, stephanotis, opoponax, labdanum, onycha and ambergris.",Excolo,na,Info,0
Black Phoenix,Hal,"Saffron-infused bourbon vanilla, blackened honey, kashmir wood, Atlas cedar, ambrette seed, hay, and Egyptian jasmine absolute",Only Lovers Left Alive,Soundtrack,Info,0
Black Phoenix,"Hallow-e'en, 1914","an incense of dried ivy and maple leaf with honeyed fig, black cypress, and grave dirt.",Halloween,2017,Info,0
Black Phoenix,Hamadryad,Seven dry woods with mossy lichen and a gentle breeze of forest flowers,Bewitching Brews,na,Info,0
Black Phoenix,Hamptons,The scent of a Cosmopolitan cocktail.,Wanderlust,na,Info,0
Black Phoenix,Hanging Gardens,"date palm, ebony, fir, pomegranate, plum, two pears, quince, fig, and grapevine with plumeria, three gardenias and dry rose. ",Wanderlust,na,Info,0
Black Phoenix,The Harlot's House,"Angel's trumpet, violet, white sandalwood, oude, capaiba balsam, angelica, white tea, olibanum, and oakmoss",Bewitching Brews,na,Info,0
Black Phoenix,The Harp of Cnoc l'Chosagair,"Gilded amber, tiare, golden sandalwood, vanilla, cardamom, tagetes",Bards of Ireland,na,Info,0
Black Phoenix,Harper,"Pale bergamot, labdanum, white incense, vanilla-tinged musk, Burmese oudh and tea rose.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Has No Hanna,VERY floral,Conjure Bag,na,Info,0
Black Phoenix,Hastur,"Smoky-sour labdanum, black patchouli, wet tobacco, and brimstone",Neil Gaiman,Good Omens,Info,0
Black Phoenix,Haunted Seas,Seaspray and flecks of foam welling with opoponax and labdanum’s sepulchral moans.,Halloween,2017,Info,0
Black Phoenix,Havana,"Date palm, dried tobacco, snakeroot, and leather",Wanderlust,na,Info,0
Black Phoenix,He Came in the Radiance of Paradise,"Lyrical palmarosa suffused with white sandalwood, amyris, bergamot, and rose geranium.",Anniversary,2016,Info,0
Black Phoenix,The Head,"Tuberose absolute, red carnation, white gardenia, jasmine sambac, Siamese benzoin, and sweet oudh.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,Hedylogos,honeyed rose and the quicksilver scent of mastic and olibanum.,Excolo,na,Info,0
Black Phoenix,Helena,"Rose amber, calla lily, night-blooming jasmine, water lily, and white rose",Illyria,na,Info,0
Black Phoenix,Hell's Belle,"Oleander with wet, sweet mandarin, lush magnolia, a rush of deep musk and a touch of spice.",Diabolus,na,Info,0
Black Phoenix,Hellfire,"A swirl of pipe tobacco, hot leather, ambergris, dark musk and the lingering incense smoke from their Black Mass",Sin & Salvation,na,Info,0
Black Phoenix,The Hellish Tattoo of The Heart,"Blood musk and pulsating black pepper, a throb of bitter almond, and cracked pimento.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,Hemophobia,"Crimson splatter, pulsating with blackened vetiver.",Halloween,Phobias 2017,Info,0
Black Phoenix,Hermia,"Pink pepper, golden amber, honeysuckle, and passion flower",Illyria,na,Info,0
Black Phoenix,Herodotus' Phoenix,"A fragrant shroud: myrrh from Yemen, Oman, and West Africa with a touch of copal and frankincense.",Anniversary,2013,Info,0
Black Phoenix,Hesperides,"sturdy oak bark, dew-kissed leaves, twilight mist and crisp apple",Bewitching Brews,na,Info,0
Black Phoenix,Hetairae,"A seductive and dazzling blend of golden honey, fiery patchouli, sweet fig and clove, and a blushing touch of ylang ylang.",Ars Amatoria,na,Info,0
Black Phoenix,L'Heure Verte,"Spilled absinthe, scorched sugar cubes, opium smoke, lilac blossoms, and rose water.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,Hi'iaka,"mai'a, hibiscus, white ginger, akala, na'u, Hawaiian moon flower, yellow ilima, pink lokelani, jewel orchid, and fringed orchid.",Excolo,na,Info,0
Black Phoenix,Hidden Pearls,"Iris root, gleaming orris, pearlescent white vanilla, sweet coconut milk, and pear stem.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,High John the Conqueror,"Grape – true grape, not kool-aid. No sharp edges. Strengthening.",Conjure Bag,na,Info,0
Black Phoenix,The High-Ranking Courtesan,"White peony and Florentine iris butter gilded by white ambrette, rice powder, grey amber, pale vegetal musk, and white chocolate.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Himerus,"juniper, sandalwood, rosewood, red musk, orchid, bergamot and lilac.",Excolo,na,Info,0
Black Phoenix,Hoggle,"Fermented pumpkin, brown leather, dust, tobacco leaf, and dark woods",Labyrinth,na,Info,0
Black Phoenix,Hojōjutsu,Red currant and rice milk with almond blossom and white tea.,Lupercalia,Shungas 2018,Info,0
Black Phoenix,Hollywood Babylon,"The essence of innocence shattered: glittering Egyptian amber and heliotrope, infused with the sweetness of strawberry and vanilla – dragged into debauch by lusty red musk and a dribble of black cherry.",Wanderlust,na,Info,0
Black Phoenix,Hope,sugared rose,Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,Hope/Auspicio,Black oudh and carnation.,Lupercalia,Liber Amicorum - Anne Wagner 2018,Info,0
Black Phoenix,Horn of Plenty,"A musty scent, a dark almond oil; red and plasticky, articificial",Conjure Bag,na,Info,0
Black Phoenix,Horreur Sympathique,"blood musk, golden honey, thick black wine, champagne grapes, tobacco flower, plum blossom, tonka bean, oakmoss, carnation, benzoin, opoponax, and sugar cane.",Diabolus,na,Info,0
Black Phoenix,The Host of the Air,"Peat and rolling grass-covered hills, with wine-dappled heather, white clover, cloudberry, juniper berry, bluebell, dandelion, and cross-leaved heath.",Bards of Ireland,na,Info,0
Black Phoenix,Hourglass,"The white roses and orange blossoms of hope penetrating despairs black fog of opoponax, black myrrh, bruised violet, clove, funeral lily, and grief-struck carrot seed",Only Lovers Left Alive,Story Points,Info,0
Black Phoenix,House of Night,"A sorrowful graveyard bouquet of somber blooms, funereal boughs, dismal green and laden with grief.",Ars Moriendi,na,Info,0
Black Phoenix,Humanite,"Tuberose, white peach, orange blossom, lemon peel, and caramelized vanilla.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Hunger,"Black narcissus, orange blossoms, and vanilla.",Ars Amatoria,na,Info,0
Black Phoenix,Hymn,"perfect rose absolute and Palestinian Lily of the Valley with olibanum, labdanum, frankincense and myrrh",Sin & Salvation,na,Info,0
Black Phoenix,Hymn to Proserpine,"The darkening amber of faith’s sunset, deepened by the dark fruits of Proserpine",Bewitching Brews,na,Info,0
Black Phoenix,I Died for Beauty,"ylang ylang and violet stirred by hyssop, frankincense, and grave loam",Bewitching Brews,na,Info,0
Black Phoenix,I Heard Many Things in Hell,"Hearken and observe: black iris, French lavender, Roman chamomile, and frankincense.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,I. The Magician,"Burmese rosewood, olibanum, benzoin, turmeric, currant leaf, and oude.",Neil Gaiman,15 Painted Cards from a Vampire Tarot,Info,0
Black Phoenix,Iambe,"Sudanese amber, patchouli, rose, gardenia, gladiola and white tea. ",Excolo,na,Info,0
Black Phoenix,Ian,"Shaggy leather, sweet rum absolute, and patchouli",Only Lovers Left Alive,Character Scents,Info,0
Black Phoenix,The Ifrit,"Desert sand, red musk, blackened ginger, dragon’s blood resin, black pepper, cinnamon, and tobacco.",Neil Gaiman,American Gods 0,Info,0
Black Phoenix,II. The Priestess,"White sandalwood, life everlasting, nictiana, iris pallida, and juniper berry",Neil Gaiman,15 Painted Cards from a Vampire Tarot,Info,0
Black Phoenix,III. The Lovers,Baby's breath and upturned soil.,Neil Gaiman,15 Painted Cards from a Vampire Tarot,Info,0
Black Phoenix,Île de la Tortue,"Damp air trapped in limestone caverns, heady greenery, hothouse orchids, nicotiana blossoms, bois de chandel, elemi, palm wine, garambullo, pega-pega, flame of the forest, and a swirl of Haitian vetiver.",Wanderlust,na,Info,0
Black Phoenix,Ill Omen,"blood, red musk, black frankincense, and wet ropes of gleaming labdanum.",Idus Martiae,2017,Info,0
Black Phoenix,Imp,"white peach, amber, golden musk and patchouli.",Diabolus,na,Info,0
Black Phoenix,In a Whispering Gallery,"Marbled white iris, white tobacco flower, Italian bergamot, white leather, and Mysore sandalwood.",Halloween,2017,Info,0
Black Phoenix,In Brightness and In Joy,"Divine mercy: sweet winter berry, orange blossom, frankincense, golden sandalwood, angel's trumpet, and red rose. ",Yule,Little Match Girl 2011,Info,0
Black Phoenix,In Templum Dei,"Oman frankincense, cistus labdanum, white sandalwood, liquidambar",Only Lovers Left Alive,Soundtrack,Info,0
Black Phoenix,Les Incubes et des Succubes,"Blackberry pulp, Bordeaux wine, grape leaves, and wild patchouli.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Incubus,"Spectral white musk and the heart-stopping chill of sheared mint, fanned by caramel-touched body heat, and the diabolical sensuality of black musk, nicotiana, and sage.",Diabolus,na,Info,0
Black Phoenix,Inferno,"The Dark Side of Fire: cinnamon, bitter almond, and neroli. Heavily spiced, torrid, and possibly conflagrant.",Bewitching Brews,na,Info,0
Black Phoenix,Les Infortunes de la Vertu,"A pain-tinged, pleasure-soaked blend of leather, oakmoss, orange blossom, amber, and rose with a breath of virginal French florals and a hint of austere monastic penitential incense.",Sin & Salvation,na,Info,0
Black Phoenix,Ingenue,"Wild clover and gentle melon interlaced with violet leaf, water lilies, smooth wooden notes, and blushing rose",Ars Amatoria,na,Info,0
Black Phoenix,The Initiation,"Red wine and vanilla pod infused with caramel, peach, tobacco flower, and coconut.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,Initiation Sentimentale,"Wisteria and white sandalwood with lilac, white tea, champaca, black pepper, benzoin, and white clove.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,The Instructional Manual,"Cherry blossoms falling into folds of red musk, bourbon vanilla, and strawberry cream.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,The Intangibles,"chaotic synthetic notes, bubbling aldehydes, and the electric green of market euphoria.",Neil Gaiman,American Gods III,Info,0
Black Phoenix,L'Intention Fait Valoir les Bagatelles,"Black tea, lavender buds, Italian bergamot, and Siamese benzoin.",Lupercalia,Liber Amicorum - Anne Wagner 2018,Info,0
Black Phoenix,Invitation,"White juniper, Italian cypress, and yew bush brushed by a veil of white rose, oudh, armoise, lavender, and vanilla sandalwood.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,"Isaac, The Living Skeleton","Bourbon, black tobacco tar, dry bone, bay rum aftershave, and sleazy cologne.",Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,Isidore's Phoenix,"Feathers of deep plum and wild violet darkly gleaming with myrrh, black amber, and benzoin.",Anniversary,2015,Info,0
Black Phoenix,Isles of Demons (The Phantom Islands),"The scent is of wet, dark greenery, carnivorous flowers, volcanic gas, and the hot black musk of the demons and wild beasts that populated the islands.",Wanderlust,The Phantom Islands,Info,0
Black Phoenix,"Iulia, L'Artiste du Diable","White tea, sugar cane, orange blossom, rockrose, lemon balm, white mint, and honey.",Carnaval Diabolique,Act 2: Fiat Nox,Info,0
Black Phoenix,Jaawi,"Sweet Indonesian patchouli, red benzoin, champaca attar, French lavender, coconut husk, bay leaf, tobacco absolute, lime, and honey.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Jailbait,"Sticky pink bubblegum and the thick, sweet scent of orange and cherry lollipops smeared over a breath of heady womanly perfume",Sin & Salvation,na,Info,0
Black Phoenix,Jasmine Cottage,"Camellia, jasmine, heather, orange blossom, osmanthus, wisteria, thyme, angelica, freesia, granny’s nightcap, and English wildflowers.",Neil Gaiman,Good Omens,Info,0
Black Phoenix,Jazz Funeral,"Bittersweet bay rum, bourbon, and a host of funeral flowers with a touch of graveyard dirt, magnolia and Spanish Moss",Ars Moriendi,na,Info,0
Black Phoenix,Jester,Huckleberry and red currant with the incisive bite of neroli,Illyria,na,Info,0
Black Phoenix,The Jeweled Spider,"Cigarillo smoke, spatters of ice cream sundae, a supersized mug of coffee, a pile of fruit, and a little bit of curried goat.",Neil Gaiman,American Gods II,Info,0
Black Phoenix,Jezebel,"A gloriously decadent blend of honey, roses, orange blossom and sandalwood.",Ars Amatoria,na,Info,0
Black Phoenix,Jezirat Al Tennyn (The Phantom Islands),"smoke and fire, earth and wind. The rage of the elements blasting over a primordial paradise.",Wanderlust,na,Info,0
Black Phoenix,Jiaolong,"Sugared coffee bean, black musk, and sugar cane.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,John Watson,"Tweed and crisp linen, lime-tinged aftershave, the sleek steel and oil of a well-cared for service revolver, and the echo of a Jezail bullet shell.",221B Baker St,na,Info,0
Black Phoenix,Joy Buzzer,Silvered honey zapped with fizzy champagne grape.,Prank,2017,Info,0
Black Phoenix,Juke Joint,"Kentucky Bourbon, sugar and a sprig of mint.",Bewitching Brews,na,Info,0
Black Phoenix,"June 23, 1868","Moonflower, Nottingham catchfly, Casablanca lily, evening primrose, night-blooming cereus, Queen of the night, muted by the sepia tones of tonka, tobacco absolute, bourbon vanilla, and costus",Only Lovers Left Alive,Story Points,Info,0
Black Phoenix,Kali,"cassia, hibiscus, musk rose, Himalayan wild tulip, lotus and osmanthus swirled with offertory dark chocolate, red wine, tobacco, balsam and honey.",Excolo,na,Info,0
